outcome_rank,outcome_category,outcome_normalized,start_year,trial_count
231,Response Rates,TUMOR RESPONSE RATE,2001,1
236,Survival/Time-to-Event,TIME TO RELAPSE,2001,1
251,Survival/Time-to-Event,TIME TO TUMOR PROGRESSION,2001,2
252,Pharmacokinetics,APPARENT CLEARANCE (CL/F),2001,1
266,Mortality,NUMBER OF PARTICIPANTS WHO DIED,2001,1
285,Mental Health Outcomes,CHANGE IN BDI-II SCORE,2001,2
288,Disease Activity Scores,ANNUALIZED RELAPSE RATE,2001,1
291,Response Rates,COMPLETE REMISSION RATE,2001,1
302,Imaging Outcomes,PERCENT CHANGE IN BONE MINERAL DENSITY,2001,1
320,Adverse Events/Safety,TOTAL SERIOUS ADVERSE EVENTS SUMMARY,2001,1
334,Vital Signs/Physical Measures,MEAN CHANGE IN BLOOD PRESSURE,2001,1
374,Biomarkers/Lab Values,CHANGE FROM BASELINE IN CLINICAL CHEMISTRY PARAMETERS,2001,1
384,Quality of Life/PRO,CHANGE IN SLEEP QUALITY SCORE,2001,2
392,Survival/Time-to-Event,MEDIAN SURVIVAL TIME,2001,1
396,Survival/Time-to-Event,2-YEAR SURVIVAL RATE,2001,1
415,Mortality,TRANSPLANT-RELATED MORTALITY,2001,1
445,Response Rates,CONFIRMED RESPONSE RATE,2001,1
446,Imaging Outcomes,MRI LESION COUNT,2001,1
464,Adverse Events/Safety,NUMBER OF PARTICIPANTS WITH INJECTION SITE REACTIONS,2001,1
491,Vital Signs/Physical Measures,CHANGE FROM BASELINE IN HEIGHT,2001,1
1,Response Rates,OBJECTIVE RESPONSE RATE,2002,41
2,Survival/Time-to-Event,OVERALL SURVIVAL,2002,68
3,Survival/Time-to-Event,PROGRESSION-FREE SURVIVAL,2002,32
4,Adverse Events/Safety,NUMBER OF PARTICIPANTS WITH ADVERSE EVENTS,2002,31
5,Pharmacokinetics,MAXIMUM PLASMA CONCENTRATION,2002,37
6,Adverse Events/Safety,NUMBER OF PARTICIPANTS WITH TREATMENT-EMERGENT ADVERSE EVENTS,2002,3
7,Pharmacokinetics,TIME TO MAXIMUM CONCENTRATION,2002,10
8,Response Rates,DURATION OF RESPONSE,2002,11
9,Adverse Events/Safety,NUMBER OF PARTICIPANTS WITH SERIOUS ADVERSE EVENTS,2002,6
10,Pharmacokinetics,AUC FROM 0 TO INFINITY,2002,8
11,Biomarkers/Lab Values,CHANGE IN HEMOGLOBIN A1C,2002,3
12,Vital Signs/Physical Measures,CHANGE IN BODY WEIGHT,2002,3
13,Pharmacokinetics,AREA UNDER THE CONCENTRATION-TIME CURVE,2002,31
15,Pharmacokinetics,PLASMA DRUG CONCENTRATION,2002,3
16,Quality of Life/PRO,CHANGE IN QUALITY OF LIFE SCORE,2002,5
17,Symptoms/Pain,CHANGE IN VAS PAIN SCORE,2002,1
18,Quality of Life/PRO,PATIENT SATISFACTION,2002,3
19,Dose-Finding,MAXIMUM TOLERATED DOSE,2002,8
20,Symptoms/Pain,CHANGE IN PAIN SCORE,2002,8
21,Survival/Time-to-Event,TIME TO PROGRESSION,2002,9
22,Mortality,ALL-CAUSE MORTALITY,2002,14
23,Response Rates,PERCENTAGE OF PARTICIPANTS ACHIEVING TARGET,2002,1
24,Vital Signs/Physical Measures,CHANGE IN BLOOD PRESSURE,2002,1
25,Pharmacokinetics,AUC FROM 0 TO LAST MEASURABLE CONCENTRATION,2002,6
26,Biomarkers/Lab Values,CHANGE IN FASTING PLASMA GLUCOSE,2002,2
27,Adverse Events/Safety,NUMBER OF ADVERSE EVENTS,2002,4
28,Quality of Life/PRO,CHANGE IN SF-36 SCORE,2002,4
29,Response Rates,COMPLETE RESPONSE RATE,2002,3
31,Vital Signs/Physical Measures,CHANGE IN HEART RATE,2002,1
32,Biomarkers/Lab Values,CHANGE IN HEMOGLOBIN,2002,3
34,Immunogenicity,SEROCONVERSION RATE,2002,1
35,Pharmacokinetics,VOLUME OF DISTRIBUTION,2002,2
36,Response Rates,CLINICAL BENEFIT RATE,2002,1
37,Quality of Life/PRO,CHANGE IN EQ-5D SCORE,2002,1
39,Vital Signs/Physical Measures,CHANGE IN BODY MASS INDEX,2002,3
40,Quality of Life/PRO,PATIENT GLOBAL IMPRESSION OF CHANGE,2002,6
41,Symptoms/Pain,CHANGE IN NRS PAIN SCORE,2002,5
42,Response Rates,SUSTAINED VIROLOGIC RESPONSE,2002,2
44,Biomarkers/Lab Values,CHANGE IN LDL CHOLESTEROL,2002,1
45,Survival/Time-to-Event,EVENT-FREE SURVIVAL,2002,5
47,Functional Status,CHANGE IN 6-MINUTE WALK DISTANCE,2002,1
48,Response Rates,TIME TO RESPONSE,2002,1
49,Survival/Time-to-Event,DISEASE-FREE SURVIVAL,2002,17
51,Mental Health Outcomes,CHANGE IN MADRS SCORE,2002,1
52,Biomarkers/Lab Values,CHANGE IN CRP,2002,2
53,Immunogenicity,ANTI-DRUG ANTIBODIES,2002,4
54,Biomarkers/Lab Values,CHANGE IN TRIGLYCERIDES,2002,2
57,Response Rates,ACR20 RESPONSE,2002,3
59,Pharmacokinetics,HALF-LIFE,2002,2
60,Disease Activity Scores,CHANGE IN DAS28 SCORE,2002,2
61,Vital Signs/Physical Measures,CHANGE IN SYSTOLIC BLOOD PRESSURE,2002,3
62,Pharmacokinetics,CLEARANCE,2002,1
63,Functional Status,CHANGE IN HAQ-DI SCORE,2002,3
64,Biomarkers/Lab Values,CHANGE IN VIRAL LOAD,2002,3
66,Biomarkers/Lab Values,CHANGE IN ALT,2002,1
67,Survival/Time-to-Event,MEDIAN OVERALL SURVIVAL,2002,1
68,Vital Signs/Physical Measures,CHANGE IN WAIST CIRCUMFERENCE,2002,1
69,Adverse Events/Safety,INCIDENCE OF ADVERSE EVENTS,2002,3
70,Biomarkers/Lab Values,CHANGE IN CD4 COUNT,2002,1
72,Pharmacokinetics,TROUGH CONCENTRATION,2002,2
74,Quality of Life/PRO,QUALITY OF LIFE SCORE,2002,1
75,Biomarkers/Lab Values,CHANGE IN EGFR,2002,1
76,Mental Health Outcomes,CHANGE IN HAM-D SCORE,2002,2
77,Survival/Time-to-Event,TIME TO TREATMENT FAILURE,2002,5
78,Symptoms/Pain,PAIN RESPONSE RATE,2002,1
80,Response Rates,ACR50 RESPONSE,2002,1
81,Immunogenicity,ANTIBODY TITER,2002,1
82,Vital Signs/Physical Measures,CHANGE IN DIASTOLIC BLOOD PRESSURE,2002,1
84,Pharmacokinetics,ACCUMULATION RATIO,2002,1
85,Adverse Events/Safety,NUMBER OF PARTICIPANTS WITH TREATMENT-RELATED ADVERSE EVENTS,2002,2
86,Pharmacokinetics,TERMINAL ELIMINATION HALF-LIFE,2002,1
87,Biomarkers/Lab Values,CHANGE IN CREATININE,2002,2
89,Response Rates,ACR70 RESPONSE,2002,1
91,Survival/Time-to-Event,MEDIAN PROGRESSION-FREE SURVIVAL,2002,1
93,Symptoms/Pain,CHANGE IN BPI SCORE,2002,4
94,Immunogenicity,NUMBER OF PARTICIPANTS WITH ANTI-DRUG ANTIBODIES,2002,2
95,Remission/Cure,COMPLETE REMISSION,2002,3
96,Imaging Outcomes,CHANGE IN BONE MINERAL DENSITY,2002,5
97,Quality of Life/PRO,CHANGE IN EORTC QLQ-C30 SCORE,2002,2
98,Biomarkers/Lab Values,PERCENTAGE OF PARTICIPANTS WITH LABORATORY ABNORMALITIES,2002,7
100,Mental Health Outcomes,CHANGE IN PANSS SCORE,2002,3
102,Adverse Events/Safety,GRADE 3 OR HIGHER ADVERSE EVENTS,2002,5
103,Vital Signs/Physical Measures,SYSTOLIC BLOOD PRESSURE,2002,1
107,Biomarkers/Lab Values,CHANGE IN PLATELET COUNT,2002,1
108,Response Rates,COMPLETE RESPONSE,2002,1
110,Immunogenicity,IMMUNE RESPONSE RATE,2002,1
111,Pharmacokinetics,RENAL CLEARANCE,2002,1
114,Adverse Events/Safety,NUMBER OF PARTICIPANTS WITH DOSE-LIMITING TOXICITIES,2002,1
115,Vital Signs/Physical Measures,CHANGE FROM BASELINE IN FEV1,2002,2
117,Remission/Cure,CLINICAL REMISSION,2002,3
118,Response Rates,RESPONDER RATE,2002,1
120,Functional Status,6-MINUTE WALK DISTANCE,2002,1
122,Response Rates,PATHOLOGICAL COMPLETE RESPONSE,2002,2
127,Hospitalization/Healthcare Use,HOSPITAL LENGTH OF STAY,2002,2
136,Adverse Events/Safety,TOTAL ADVERSE EVENTS SUMMARY,2002,1
140,Disease Activity Scores,CHANGE IN CDAI SCORE,2002,1
141,Vital Signs/Physical Measures,CHANGE FROM BASELINE IN BLOOD PRESSURE,2002,1
146,Immunogenicity,GEOMETRIC MEAN TITERS,2002,2
147,Quality of Life/PRO,CHANGE IN SGRQ SCORE,2002,1
149,Survival/Time-to-Event,1-YEAR SURVIVAL RATE,2002,4
154,Hospitalization/Healthcare Use,HOSPITALIZATION RATE,2002,1
155,Adverse Events/Safety,NUMBER OF PATIENTS WITH ADVERSE EVENTS,2002,1
160,Adverse Events/Safety,NUMBER OF SERIOUS ADVERSE EVENTS,2002,1
167,Adverse Events/Safety,NUMBER OF SUBJECTS WITH ANY AND GRADE 3 SOLICITED LOCAL SYMPTOMS,2002,1
169,Mortality,CARDIOVASCULAR MORTALITY,2002,2
174,Mental Health Outcomes,DEPRESSION RESPONSE RATE,2002,1
177,Survival/Time-to-Event,MEDIAN PROGRESSION FREE SURVIVAL,2002,1
179,Pharmacokinetics,APPARENT ORAL CLEARANCE,2002,1
182,Response Rates,CLINICAL RESPONSE RATE,2002,1
188,Disease Activity Scores,CHANGE IN UPDRS SCORE,2002,2
195,Vital Signs/Physical Measures,HEART RATE,2002,1
197,Survival/Time-to-Event,RELAPSE-FREE SURVIVAL,2002,2
200,Survival/Time-to-Event,OVERALL SURVIVAL RATE,2002,2
201,Response Rates,PATHOLOGIC COMPLETE RESPONSE,2002,2
203,Adverse Events/Safety,NUMBER OF PARTICIPANTS WITH ANY ADVERSE EVENTS,2002,1
204,Biomarkers/Lab Values,MINIMAL RESIDUAL DISEASE NEGATIVITY,2002,1
209,Adverse Events/Safety,NUMBER OF PARTICIPANTS WITH ADVERSE EVENTS LEADING TO DISCONTINUATION,2002,3
210,Adverse Events/Safety,NUMBER OF PARTICIPANTS WITH DRUG-RELATED ADVERSE EVENTS,2002,2
218,Survival/Time-to-Event,TIME TO PSA PROGRESSION,2002,1
220,Adverse Events/Safety,NUMBER OF PARTICIPANTS WITH ADVERSE EVENTS OF SPECIAL INTEREST,2002,1
221,Pharmacokinetics,PEAK PLASMA CONCENTRATION,2002,2
222,Symptoms/Pain,NAUSEA,2002,1
227,Survival/Time-to-Event,RECURRENCE-FREE SURVIVAL,2002,1
228,Pharmacokinetics,AUCTAU,2002,1
231,Response Rates,TUMOR RESPONSE RATE,2002,2
234,Quality of Life/PRO,CHANGE IN KCCQ SCORE,2002,1
241,Mental Health Outcomes,CHANGE IN CGI-S SCORE,2002,1
244,Remission/Cure,DEPRESSION REMISSION RATE,2002,1
245,Disease Control,STABLE DISEASE RATE,2002,1
249,Symptoms/Pain,DYSPNEA SCORE,2002,1
251,Survival/Time-to-Event,TIME TO TUMOR PROGRESSION,2002,2
256,Mortality,ALL COLLECTED DEATHS,2002,1
258,Biomarkers/Lab Values,CHANGE IN FASTING GLUCOSE,2002,1
266,Mortality,NUMBER OF PARTICIPANTS WHO DIED,2002,2
267,Pharmacokinetics,PLASMA DECAY HALF-LIFE,2002,1
270,Hospitalization/Healthcare Use,LENGTH OF STAY,2002,1
271,Pharmacokinetics,MAXIMUM OBSERVED PLASMA CONCENTRATION,2002,1
283,Mortality,NON-RELAPSE MORTALITY,2002,1
284,Functional Status,VISUAL ACUITY,2002,1
285,Mental Health Outcomes,CHANGE IN BDI-II SCORE,2002,1
287,Response Rates,TARGET LESION RESPONSE,2002,1
288,Disease Activity Scores,ANNUALIZED RELAPSE RATE,2002,2
291,Response Rates,COMPLETE REMISSION RATE,2002,1
292,Remission/Cure,ENDOSCOPIC REMISSION,2002,1
301,Biomarkers/Lab Values,MEAN CHANGE IN HEMOGLOBIN,2002,1
302,Imaging Outcomes,PERCENT CHANGE IN BONE MINERAL DENSITY,2002,2
305,Disease Control,DURATION OF STABLE DISEASE,2002,3
309,Mortality,PERCENTAGE OF PARTICIPANTS WHO DIED,2002,1
313,Adverse Events/Safety,NUMBER OF PARTICIPANTS WITH GRADE 3 OR HIGHER ADVERSE EVENTS,2002,1
317,Remission/Cure,CLINICAL CURE RATE,2002,1
320,Adverse Events/Safety,TOTAL SERIOUS ADVERSE EVENTS SUMMARY,2002,1
331,Mortality,90-DAY MORTALITY,2002,1
333,Symptoms/Pain,AVERAGE PAIN SCORE,2002,1
334,Vital Signs/Physical Measures,MEAN CHANGE IN BLOOD PRESSURE,2002,1
335,Response Rates,PSA RESPONSE RATE,2002,2
341,Mortality,NUMBER OF DEATHS,2002,2
352,Response Rates,PERCENTAGE OF PATIENTS ACHIEVING TARGET,2002,1
359,Pharmacokinetics,AUCINF,2002,2
360,Mental Health Outcomes,BECK DEPRESSION INVENTORY SCORE,2002,1
363,Adverse Events/Safety,NUMBER OF SUBJECTS WITH ANY UNSOLICITED ADVERSE EVENTS,2002,1
377,Imaging Outcomes,LEFT VENTRICULAR EJECTION FRACTION,2002,1
387,Survival/Time-to-Event,TIME TO FIRST EXACERBATION,2002,2
388,Adverse Events/Safety,TREATMENT DISCONTINUATION RATE,2002,1
392,Survival/Time-to-Event,MEDIAN SURVIVAL TIME,2002,2
393,Adverse Events/Safety,NUMBER OF PARTICIPANTS WITH TREATMENT RELATED ADVERSE EVENTS,2002,1
396,Survival/Time-to-Event,2-YEAR SURVIVAL RATE,2002,1
427,Biomarkers/Lab Values,CHANGE IN BNP,2002,2
447,Adverse Events/Safety,NUMBER OF PARTICIPANTS WITH NON-SERIOUS ADVERSE EVENTS,2002,1
464,Adverse Events/Safety,NUMBER OF PARTICIPANTS WITH INJECTION SITE REACTIONS,2002,1
467,Quality of Life/PRO,SLEEP DISTURBANCE SCORE,2002,1
471,Vital Signs/Physical Measures,MEAN HEART RATE,2002,1
475,Functional Status,ACTIVITIES OF DAILY LIVING,2002,2
480,Adverse Events/Safety,NUMBER OF DOSE LIMITING TOXICITIES,2002,2
493,Quality of Life/PRO,CHANGE IN PITTSBURGH SLEEP QUALITY INDEX SCORE,2002,1
495,Functional Status,HARRIS HIP SCORE,2002,2
1,Response Rates,OBJECTIVE RESPONSE RATE,2003,91
2,Survival/Time-to-Event,OVERALL SURVIVAL,2003,92
3,Survival/Time-to-Event,PROGRESSION-FREE SURVIVAL,2003,59
4,Adverse Events/Safety,NUMBER OF PARTICIPANTS WITH ADVERSE EVENTS,2003,42
5,Pharmacokinetics,MAXIMUM PLASMA CONCENTRATION,2003,40
6,Adverse Events/Safety,NUMBER OF PARTICIPANTS WITH TREATMENT-EMERGENT ADVERSE EVENTS,2003,5
7,Pharmacokinetics,TIME TO MAXIMUM CONCENTRATION,2003,8
8,Response Rates,DURATION OF RESPONSE,2003,26
9,Adverse Events/Safety,NUMBER OF PARTICIPANTS WITH SERIOUS ADVERSE EVENTS,2003,21
10,Pharmacokinetics,AUC FROM 0 TO INFINITY,2003,22
11,Biomarkers/Lab Values,CHANGE IN HEMOGLOBIN A1C,2003,10
12,Vital Signs/Physical Measures,CHANGE IN BODY WEIGHT,2003,10
13,Pharmacokinetics,AREA UNDER THE CONCENTRATION-TIME CURVE,2003,29
14,Disease Control,DISEASE CONTROL RATE,2003,1
15,Pharmacokinetics,PLASMA DRUG CONCENTRATION,2003,4
16,Quality of Life/PRO,CHANGE IN QUALITY OF LIFE SCORE,2003,9
17,Symptoms/Pain,CHANGE IN VAS PAIN SCORE,2003,8
18,Quality of Life/PRO,PATIENT SATISFACTION,2003,5
19,Dose-Finding,MAXIMUM TOLERATED DOSE,2003,13
20,Symptoms/Pain,CHANGE IN PAIN SCORE,2003,4
21,Survival/Time-to-Event,TIME TO PROGRESSION,2003,22
22,Mortality,ALL-CAUSE MORTALITY,2003,12
23,Response Rates,PERCENTAGE OF PARTICIPANTS ACHIEVING TARGET,2003,3
24,Vital Signs/Physical Measures,CHANGE IN BLOOD PRESSURE,2003,2
26,Biomarkers/Lab Values,CHANGE IN FASTING PLASMA GLUCOSE,2003,5
27,Adverse Events/Safety,NUMBER OF ADVERSE EVENTS,2003,6
28,Quality of Life/PRO,CHANGE IN SF-36 SCORE,2003,6
29,Response Rates,COMPLETE RESPONSE RATE,2003,11
30,Adverse Events/Safety,NUMBER OF PARTICIPANTS WITH TREATMENT EMERGENT ADVERSE EVENTS,2003,2
31,Vital Signs/Physical Measures,CHANGE IN HEART RATE,2003,3
32,Biomarkers/Lab Values,CHANGE IN HEMOGLOBIN,2003,10
33,Adverse Events/Safety,PERCENTAGE OF PARTICIPANTS WITH ADVERSE EVENTS,2003,2
34,Immunogenicity,SEROCONVERSION RATE,2003,7
35,Pharmacokinetics,VOLUME OF DISTRIBUTION,2003,4
36,Response Rates,CLINICAL BENEFIT RATE,2003,4
37,Quality of Life/PRO,CHANGE IN EQ-5D SCORE,2003,3
38,Hospitalization/Healthcare Use,LENGTH OF HOSPITAL STAY,2003,3
39,Vital Signs/Physical Measures,CHANGE IN BODY MASS INDEX,2003,5
41,Symptoms/Pain,CHANGE IN NRS PAIN SCORE,2003,4
42,Response Rates,SUSTAINED VIROLOGIC RESPONSE,2003,9
43,Adverse Events/Safety,DOSE-LIMITING TOXICITIES,2003,7
44,Biomarkers/Lab Values,CHANGE IN LDL CHOLESTEROL,2003,7
45,Survival/Time-to-Event,EVENT-FREE SURVIVAL,2003,11
46,Immunogenicity,SEROPROTECTION RATE,2003,4
47,Functional Status,CHANGE IN 6-MINUTE WALK DISTANCE,2003,2
48,Response Rates,TIME TO RESPONSE,2003,8
49,Survival/Time-to-Event,DISEASE-FREE SURVIVAL,2003,13
51,Mental Health Outcomes,CHANGE IN MADRS SCORE,2003,2
52,Biomarkers/Lab Values,CHANGE IN CRP,2003,5
53,Immunogenicity,ANTI-DRUG ANTIBODIES,2003,3
54,Biomarkers/Lab Values,CHANGE IN TRIGLYCERIDES,2003,4
56,Biomarkers/Lab Values,CHANGE IN TOTAL CHOLESTEROL,2003,3
57,Response Rates,ACR20 RESPONSE,2003,6
58,Biomarkers/Lab Values,CHANGE IN HDL CHOLESTEROL,2003,4
60,Disease Activity Scores,CHANGE IN DAS28 SCORE,2003,3
62,Pharmacokinetics,CLEARANCE,2003,2
63,Functional Status,CHANGE IN HAQ-DI SCORE,2003,3
64,Biomarkers/Lab Values,CHANGE IN VIRAL LOAD,2003,4
65,Treatment Adherence,TREATMENT ADHERENCE RATE,2003,2
66,Biomarkers/Lab Values,CHANGE IN ALT,2003,5
67,Survival/Time-to-Event,MEDIAN OVERALL SURVIVAL,2003,2
68,Vital Signs/Physical Measures,CHANGE IN WAIST CIRCUMFERENCE,2003,1
70,Biomarkers/Lab Values,CHANGE IN CD4 COUNT,2003,3
72,Pharmacokinetics,TROUGH CONCENTRATION,2003,2
75,Biomarkers/Lab Values,CHANGE IN EGFR,2003,4
76,Mental Health Outcomes,CHANGE IN HAM-D SCORE,2003,7
77,Survival/Time-to-Event,TIME TO TREATMENT FAILURE,2003,13
78,Symptoms/Pain,PAIN RESPONSE RATE,2003,2
80,Response Rates,ACR50 RESPONSE,2003,3
81,Immunogenicity,ANTIBODY TITER,2003,1
82,Vital Signs/Physical Measures,CHANGE IN DIASTOLIC BLOOD PRESSURE,2003,1
83,Response Rates,PASI 75 RESPONSE,2003,2
84,Pharmacokinetics,ACCUMULATION RATIO,2003,1
86,Pharmacokinetics,TERMINAL ELIMINATION HALF-LIFE,2003,1
87,Biomarkers/Lab Values,CHANGE IN CREATININE,2003,6
89,Response Rates,ACR70 RESPONSE,2003,4
91,Survival/Time-to-Event,MEDIAN PROGRESSION-FREE SURVIVAL,2003,2
92,Adverse Events/Safety,PERCENTAGE OF PARTICIPANTS WITH TREATMENT-EMERGENT ADVERSE EVENTS,2003,1
95,Remission/Cure,COMPLETE REMISSION,2003,9
96,Imaging Outcomes,CHANGE IN BONE MINERAL DENSITY,2003,4
97,Quality of Life/PRO,CHANGE IN EORTC QLQ-C30 SCORE,2003,1
98,Biomarkers/Lab Values,PERCENTAGE OF PARTICIPANTS WITH LABORATORY ABNORMALITIES,2003,3
99,Biomarkers/Lab Values,CHANGE IN AST,2003,4
100,Mental Health Outcomes,CHANGE IN PANSS SCORE,2003,2
101,Adverse Events/Safety,NUMBER OF PARTICIPANTS WITH DOSE LIMITING TOXICITIES,2003,1
102,Adverse Events/Safety,GRADE 3 OR HIGHER ADVERSE EVENTS,2003,5
104,Treatment Adherence,PERCENTAGE OF PARTICIPANTS COMPLETING TREATMENT,2003,3
105,Mental Health Outcomes,CHANGE IN MMSE SCORE,2003,1
106,Pharmacokinetics,MEAN RESIDENCE TIME,2003,4
107,Biomarkers/Lab Values,CHANGE IN PLATELET COUNT,2003,5
108,Response Rates,COMPLETE RESPONSE,2003,4
110,Immunogenicity,IMMUNE RESPONSE RATE,2003,4
111,Pharmacokinetics,RENAL CLEARANCE,2003,1
113,Treatment Adherence,COMPLIANCE RATE,2003,4
114,Adverse Events/Safety,NUMBER OF PARTICIPANTS WITH DOSE-LIMITING TOXICITIES,2003,1
115,Vital Signs/Physical Measures,CHANGE FROM BASELINE IN FEV1,2003,4
119,Quality of Life/PRO,FATIGUE,2003,3
120,Functional Status,6-MINUTE WALK DISTANCE,2003,2
121,Pharmacokinetics,MAXIMUM SERUM CONCENTRATION,2003,1
122,Response Rates,PATHOLOGICAL COMPLETE RESPONSE,2003,8
124,Adverse Events/Safety,INJECTION SITE REACTIONS,2003,1
127,Hospitalization/Healthcare Use,HOSPITAL LENGTH OF STAY,2003,3
128,Biomarkers/Lab Values,CHANGE IN WHITE BLOOD CELL COUNT,2003,2
131,Mortality,30-DAY MORTALITY,2003,2
133,Biomarkers/Lab Values,CHANGE IN ALBUMIN,2003,3
136,Adverse Events/Safety,TOTAL ADVERSE EVENTS SUMMARY,2003,3
139,Mental Health Outcomes,CHANGE IN HAM-A SCORE,2003,1
143,Mental Health Outcomes,CHANGE IN ADAS-COG SCORE,2003,1
146,Immunogenicity,GEOMETRIC MEAN TITERS,2003,2
147,Quality of Life/PRO,CHANGE IN SGRQ SCORE,2003,2
148,Pharmacokinetics,APPARENT CLEARANCE,2003,1
149,Survival/Time-to-Event,1-YEAR SURVIVAL RATE,2003,1
150,Response Rates,BEST OVERALL RESPONSE RATE,2003,1
151,Biomarkers/Lab Values,CHANGE FROM BASELINE IN HEMATOCRIT,2003,1
152,Biomarkers/Lab Values,CHANGE IN BILIRUBIN,2003,4
155,Adverse Events/Safety,NUMBER OF PATIENTS WITH ADVERSE EVENTS,2003,1
156,Mental Health Outcomes,CHANGE IN YMRS SCORE,2003,1
159,Pharmacokinetics,TROUGH PLASMA CONCENTRATION,2003,1
161,Adverse Events/Safety,DOSE-LIMITING TOXICITY,2003,1
163,Microbiological/Virological,VIRAL SUPPRESSION RATE,2003,2
165,Treatment Adherence,RETENTION RATE,2003,1
166,Biomarkers/Lab Values,CHANGE IN FERRITIN,2003,2
167,Adverse Events/Safety,NUMBER OF SUBJECTS WITH ANY AND GRADE 3 SOLICITED LOCAL SYMPTOMS,2003,1
169,Mortality,CARDIOVASCULAR MORTALITY,2003,2
174,Mental Health Outcomes,DEPRESSION RESPONSE RATE,2003,3
175,Biomarkers/Lab Values,CHANGE IN ESR,2003,2
180,Vital Signs/Physical Measures,CHANGE FROM BASELINE IN TROUGH FEV1,2003,2
182,Response Rates,CLINICAL RESPONSE RATE,2003,4
188,Disease Activity Scores,CHANGE IN UPDRS SCORE,2003,1
192,Adverse Events/Safety,"NUMBER OF SUBJECTS WITH ANY, GRADE 3 AND RELATED SOLICITED GENERAL SYMPTOMS",2003,1
194,Hospitalization/Healthcare Use,TIME TO HOSPITAL DISCHARGE,2003,1
195,Vital Signs/Physical Measures,HEART RATE,2003,1
197,Survival/Time-to-Event,RELAPSE-FREE SURVIVAL,2003,1
201,Response Rates,PATHOLOGIC COMPLETE RESPONSE,2003,3
202,Quality of Life/PRO,TREATMENT SATISFACTION,2003,2
203,Adverse Events/Safety,NUMBER OF PARTICIPANTS WITH ANY ADVERSE EVENTS,2003,2
204,Biomarkers/Lab Values,MINIMAL RESIDUAL DISEASE NEGATIVITY,2003,2
205,Imaging Outcomes,CHANGE IN TUMOR SIZE,2003,1
208,Quality of Life/PRO,CHANGE IN EQ-5D VAS SCORE,2003,1
215,Vital Signs/Physical Measures,CHANGE FROM BASELINE IN SYSTOLIC BLOOD PRESSURE,2003,1
217,Response Rates,CLINICAL RESPONSE,2003,5
222,Symptoms/Pain,NAUSEA,2003,1
223,Biomarkers/Lab Values,CHANGE IN ABSOLUTE NEUTROPHIL COUNT,2003,2
226,Mortality,TREATMENT-RELATED MORTALITY,2003,2
227,Survival/Time-to-Event,RECURRENCE-FREE SURVIVAL,2003,2
229,Functional Status,CHANGE IN EDSS SCORE,2003,1
230,Biomarkers/Lab Values,CHANGE IN HSCRP,2003,2
231,Response Rates,TUMOR RESPONSE RATE,2003,2
236,Survival/Time-to-Event,TIME TO RELAPSE,2003,1
237,Pharmacokinetics,MINIMUM PLASMA CONCENTRATION,2003,1
241,Mental Health Outcomes,CHANGE IN CGI-S SCORE,2003,1
242,Adverse Events/Safety,FREQUENCY OF ADVERSE EVENTS,2003,2
244,Remission/Cure,DEPRESSION REMISSION RATE,2003,1
245,Disease Control,STABLE DISEASE RATE,2003,2
251,Survival/Time-to-Event,TIME TO TUMOR PROGRESSION,2003,3
253,Biomarkers/Lab Values,CHANGE IN FASTING INSULIN,2003,1
256,Mortality,ALL COLLECTED DEATHS,2003,1
259,Vital Signs/Physical Measures,FORCED EXPIRATORY VOLUME IN 1 SECOND (FEV1),2003,1
266,Mortality,NUMBER OF PARTICIPANTS WHO DIED,2003,1
267,Pharmacokinetics,PLASMA DECAY HALF-LIFE,2003,3
269,Response Rates,TUMOR RESPONSE,2003,6
271,Pharmacokinetics,MAXIMUM OBSERVED PLASMA CONCENTRATION,2003,2
279,Adverse Events/Safety,NUMBER OF SUBJECTS REPORTING UNSOLICITED ADVERSE EVENTS,2003,5
282,Biomarkers/Lab Values,LABORATORY VALUES SUMMARY,2003,1
287,Response Rates,TARGET LESION RESPONSE,2003,4
290,Biomarkers/Lab Values,CHANGE IN PSA,2003,1
291,Response Rates,COMPLETE REMISSION RATE,2003,2
297,Remission/Cure,CURE RATE,2003,2
301,Biomarkers/Lab Values,MEAN CHANGE IN HEMOGLOBIN,2003,1
302,Imaging Outcomes,PERCENT CHANGE IN BONE MINERAL DENSITY,2003,1
303,Symptoms/Pain,CHANGE IN ADHD-RS SCORE,2003,1
305,Disease Control,DURATION OF STABLE DISEASE,2003,1
309,Mortality,PERCENTAGE OF PARTICIPANTS WHO DIED,2003,2
312,Adverse Events/Safety,NUMBER OF PARTICIPANTS WITH ADVERSE EVENTS AND SERIOUS ADVERSE EVENTS,2003,1
315,Disease Activity Scores,CHANGE IN BASDAI SCORE,2003,2
318,Biomarkers/Lab Values,INSULIN SENSITIVITY,2003,1
320,Adverse Events/Safety,TOTAL SERIOUS ADVERSE EVENTS SUMMARY,2003,1
322,Biomarkers/Lab Values,CHANGE IN SERUM CREATININE,2003,1
326,Quality of Life/PRO,CLIENT SATISFACTION,2003,1
328,Adverse Events/Safety,NUMBER OF PARTICIPANTS WITH ANY ADVERSE EVENT,2003,1
332,Adverse Events/Safety,"NUMBER OF SUBJECTS WITH ANY, GRADE 3 AND RELATED UNSOLICITED ADVERSE EVENTS",2003,1
336,Pharmacokinetics,STEADY-STATE CONCENTRATION,2003,1
